Time (s),Acceleration X (m/s^2),Acceleration Y (m/s^2),Acceleration Z (m/s^2),Roll (radians),Pitch (radians),Yaw (radians)
3.0800001462922,-2.8000414239578,5.7230547276056,2.6159580065111,-7.944064890771002e-05,-8.277148203118504e-05,-3.320649876973151e-05
3.1010001472896,-3.1085709844735,7.8293269320762,2.456366819236,-7.2961289147849945e-06,-1.387037374820002e-05,-0.00013960764689815156
3.1115001477883,3.2415667955848,-4.5981909312048,-2.6964011941751003,-2.8235076791662005e-05,-7.529829240904504e-05,-3.796652430348155e-05
3.1430001492845,-2.99071297414,6.9481795543142,2.7321862048753998,1.2800797541657508e-05,-3.2149391224100187e-06,-0.00015843631096747158
3.1640001502819,-3.1863648304314003,8.0003398109565,2.5260559181709,2.8955731167932514e-05,-2.455155998803052e-05,-0.00022549484197224162
3.1850001512794,-0.13535421888346003,6.940735472019901,0.6818218081916102,0.00021522361804446257,0.0002367858699574145,-0.0005509059242972218
3.1955001517781,2.7177539015830003,-5.4657329911995,-0.10987256238278001,0.0006319221958379028,0.0005375281113112096,-0.0006885020064773469
3.2270001532743002,-1.8511663721912,5.873484783053,1.8743385752241002,0.0008349225081703378,0.0007524579567077597,-0.001239734553768497
3.2480001542717,-3.4793071299391,6.1492328353006,4.9126219599601,0.001327645203115153,0.0011842490157383096,-0.0018192678493086972
3.2690001552692003,-3.8356990020126003,8.5315039599488,2.6835967205864,0.001538461055176893,0.0013366438278437846,-0.002400590111588597
3.2795001557679,6.5197415498099,-7.5547306797445,-3.7584340122695004,0.0015982338119431732,0.0013882174241676697,-0.002712801335379287
3.3110001572641,0.3203111764696501,8.4453727478973,2.6358369171424,0.0011763455480288932,0.0010624629930585947,-0.0033911837944792874
3.3320001582615,-1.7817101789731,6.9468118313999,4.1417728468716,0.0007230776195383231,0.0007445843309434696,-0.0038476144662360824
3.353000159259,1.0168452834646,7.7260181051877,2.7316048216063002,-0.00019850182930372683,-0.00014178848598028065,-0.0041837091983607825
3.3635001597577,6.6639948245394,-6.031357995347,-2.1327599835587,-0.0007805650284236269,-0.0007759761760474307,-0.004364018597967098
3.3950001612538,0.11763386937093002,8.6275708573165,3.612608175154,-0.0006948686928255269,-0.0009617846465810858,-0.004332949685740692
3.4160001622513,-3.1878976663764,6.6283164296061,4.9792481717828,-0.0018244892133895772,-0.0020994308562966362,-0.004313769256920416
3.42650016275,8.6961780698686,-3.4261793386848,-0.8508447066381704,-0.0002470016766839263,-0.0008687608564157858,-0.004133235874426131
3.4475001637475002,7.8855334623968005,-2.8574906370023,-6.5218350564309,-0.0004015419522077363,-0.0012516730222828058,-0.0035879958184374307
3.4790001652436002,-1.3457186501226002,8.765191704683,4.0004638933586,-0.0008300143102436014,-0.0017865087615623059,-0.0027320981250017304
3.5000001662411,0.26717043679033,6.5289771614608,2.29819617852,-0.003387585779626252,-0.004176928774913406,-0.0022015175406000804
3.5105001667398,4.7644608272118,-8.492703407766,-2.8904076247151,-0.006039363023871952,-0.0065049310421619565,-0.0008841774904456302
3.5315001677371995,2.3264895991942,-6.0423450702387,2.8372293039793,-0.008935493710721953,-0.008885885475041858,-2.5545131039979947e-05
3.5630001692334,2.712134290088,4.6794840156459,1.6303777153746002,-0.010813827833372452,-0.01027050426308146,0.00029261121203622025
3.5735001697320996,9.8328651224067,-0.19261930936911004,-0.78278468269134,-0.011522794527961002,-0.010256651307628688,0.0010789066293238707
3.5945001707296,13.68642145507,-7.3896179996208,-4.0958567712209,-0.012091675929148952,-0.009956763296509723,0.0018689681239625207
3.6260001722258,3.8552309346760003,5.1011746393809,3.0755609309946,-0.010668857564667301,-0.008681019257984873,0.0026099708432263708
3.6470001732232,3.1532516790132,10.823198707245,6.7043594632463,-0.008906211952872,-0.007487986104963023,0.0029994280504919957
3.6575001737218997,5.5926106793635,-6.5536581027225,-0.27766525908144,-0.0080153191160087,-0.007254194117145288,0.003809536733015146
3.6785001747194,5.4345261663096,-7.1961613184647,-0.009383683445771703,-0.007466053868373801,-0.007149512612831678,0.005120620824231347
3.7100001762155,6.9306111777378,7.5849134488005,-0.44558528516644014,-0.006584212552682501,-0.006476647796981528,0.006208455113629897
3.731000177213,1.2789876122863,4.4505588812043,1.1517068455366,-0.005437232149937801,-0.005733084341157877,0.006738979130329597
3.7415001777117,3.5204380869843,-3.0551791099929,1.2141940764699,-0.005599876723240236,-0.006253284237706678,0.006891067099011227
3.7625001787092,9.5285668578186,-8.5229899216269,-6.384314504909,-0.0064879826047124865,-0.0068598937666981274,0.007628670410964277
3.7940001802053,4.1966100826916,5.8047395899293,0.5040257287726099,-0.008198282300194336,-0.0077264474140843285,0.007940884266319602
3.8150001812028,-4.3197331202836,9.9726347554935,4.0576837679194,-0.008640084092296847,-0.008174486289256053,0.008172431225584238
3.8255001817015,8.7724468717153,-7.6416473406787,-1.2544090681969,-0.008073423330323397,-0.007949655180777048,0.00815496409570607
3.8465001826989003,10.893659247562,-5.3225617332021,-1.2047678217281,-0.008455613831697873,-0.008522499403270947,0.007854434043625281
3.8780001841951,8.2737365910171,7.5797033891381,0.9592499452208701,-0.007174544301634523,-0.007123702642150047,0.00783494604486529
3.8990001851926,6.5083667985439995,9.021348294632,-0.93118000373053,-0.005137693610842372,-0.0054220853992227955,0.007066492393510839
3.9095001856913,5.1554206694533,-7.1738742019934,-0.5994081125138903,-0.003944852893539771,-0.004678794476624945,0.0074629911927790145
3.9305001866887,0.25336224706423005,-6.0273947937502,3.9148450651703,-0.002635585382965021,-0.003814679857622445,0.0075909995000887995
3.9620001881849,-0.7638430015378201,9.4148178458225,3.6829583604774,-0.002424644445035521,-0.0031877074913123447,0.00841005977872905
3.9830001891822997,-6.7360929925168005,2.0784545786917,6.8480382703296,-0.004498863633916771,-0.004816086538834495,0.008722183051596005
3.9935001896810998,13.50162208648,-8.3015585713761,-3.8412310869969,-0.004829562165765371,-0.005132095108508915,0.00857076425320239
4.0145001906785,7.5469371122297,-15.629410503997,-7.1127015503485,-0.005632961643529121,-0.005966874402131065,0.008828138774541359
4.0460001921747,-2.1373574502625,9.1510578084098,10.363359455298,-0.007653114315770672,-0.007437704504250065,0.009262236909194943
4.0670001931721,7.9057155049165,6.0302645598343,-3.7003064170436,-0.008350920957635921,-0.00774077901015905,0.008937321760058868
4.0775001936709,9.4155410642984,0.6795050424536002,0.8026667064468,-0.007707357707059921,-0.007212378940804551,0.009623630441747268
4.0985001946683,8.4978927913867,-0.9269288370574201,-0.07976162395895905,-0.00642582057376232,-0.006382395809003301,0.009116426401691418
4.1300001961645,-2.07051843665,8.5998727690379,2.5246991455387002,-0.00445518423138917,-0.00452156471830345,0.009274398905741294
4.1405001966632,6.1270163666606,-7.0347147173243,1.9624710091906001,-0.0035845118462052698,-0.0036295113208456,0.009912157355127994
4.1615001976606,9.8901899733875,-11.209734701534,-7.5321074555968,-0.00407700889757794,-0.003968381165329685,0.009829344738410484
